year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Male,walking,Blarney,15-66,working,23
2016,Male,walking,Blarney,5-12,at primary school,16
2016,Male,walking,Blarney,13-18,at secondary school,21
2016,Male,walking,Blarney,19-66,at university,1
2016,Male,walking,Newtownmountkennedy,15-66,working,21
2016,Male,walking,Newtownmountkennedy,5-12,at primary school,57
2016,Male,walking,Newtownmountkennedy,13-18,at secondary school,0
2016,Male,walking,Newtownmountkennedy,19-66,at university,3
2016,Male,walking,Athboy,15-66,working,31
2016,Male,walking,Athboy,5-12,at primary school,65
2016,Male,walking,Athboy,13-18,at secondary school,53
2016,Male,walking,Athboy,19-66,at university,5
2016,Male,walking,Rathangan,15-66,working,16
2016,Male,walking,Rathangan,5-12,at primary school,43
2016,Male,walking,Rathangan,13-18,at secondary school,58
2016,Male,walking,Rathangan,19-66,at university,4
2016,Male,walking,Callan,15-66,working,59
2016,Male,walking,Callan,5-12,at primary school,50
2016,Male,walking,Callan,13-18,at secondary school,33
2016,Male,walking,Callan,19-66,at university,13
2016,Male,walking,Kingscourt,15-66,working,41
2016,Male,walking,Kingscourt,5-12,at primary school,63
2016,Male,walking,Kingscourt,13-18,at secondary school,5
2016,Male,walking,Kingscourt,19-66,at university,5
2016,Male,walking,Ballyhaunis,15-66,working,171
2016,Male,walking,Ballyhaunis,5-12,at primary school,26
2016,Male,walking,Ballyhaunis,13-18,at secondary school,48
2016,Male,walking,Ballyhaunis,19-66,at university,20
2016,Male,walking,Virginia,15-66,working,25
2016,Male,walking,Virginia,5-12,at primary school,70
2016,Male,walking,Virginia,13-18,at secondary school,58
2016,Male,walking,Virginia,19-66,at university,12
2016,Male,walking,Thomastown,15-66,working,36
2016,Male,walking,Thomastown,5-12,at primary school,60
2016,Male,walking,Thomastown,13-18,at secondary school,32
2016,Male,walking,Thomastown,19-66,at university,11
2016,Male,walking,Kanturk,15-66,working,45
2016,Male,walking,Kanturk,5-12,at primary school,33
2016,Male,walking,Kanturk,13-18,at secondary school,55
2016,Male,walking,Kanturk,19-66,at university,2
2016,Male,walking,Prosperous,15-66,working,8
2016,Male,walking,Prosperous,5-12,at primary school,110
2016,Male,walking,Prosperous,13-18,at secondary school,60
2016,Male,walking,Prosperous,19-66,at university,3
2016,Male,walking,Kenmare,15-66,working,62
2016,Male,walking,Kenmare,5-12,at primary school,20
2016,Male,walking,Kenmare,13-18,at secondary school,30
2016,Male,walking,Kenmare,19-66,at university,8
2016,Male,walking,Saggart,15-66,working,40
2016,Male,walking,Saggart,5-12,at primary school,81
2016,Male,walking,Saggart,13-18,at secondary school,4
2016,Male,walking,Saggart,19-66,at university,0
2016,Male,walking,Bundoran,15-66,working,55
2016,Male,walking,Bundoran,5-12,at primary school,24
2016,Male,walking,Bundoran,13-18,at secondary school,22
2016,Male,walking,Bundoran,19-66,at university,6
2016,Male,walking,Cootehill,15-66,working,48
2016,Male,walking,Cootehill,5-12,at primary school,21
2016,Male,walking,Cootehill,13-18,at secondary school,19
2016,Male,walking,Cootehill,19-66,at university,2
2016,Male,walking,Crosshaven,15-66,working,14
2016,Male,walking,Crosshaven,5-12,at primary school,41
2016,Male,walking,Crosshaven,13-18,at secondary school,32
2016,Male,walking,Crosshaven,19-66,at university,3
2016,Male,walking,Killorglin,15-66,working,82
2016,Male,walking,Killorglin,5-12,at primary school,22
2016,Male,walking,Killorglin,13-18,at secondary school,32
2016,Male,walking,Killorglin,19-66,at university,6
2016,Male,walking,Templemore,15-66,working,66
2016,Male,walking,Templemore,5-12,at primary school,22
2016,Male,walking,Templemore,13-18,at secondary school,41
2016,Male,walking,Templemore,19-66,at university,15
2016,Male,walking,Baltinglass,15-66,working,34
2016,Male,walking,Baltinglass,5-12,at primary school,80
2016,Male,walking,Baltinglass,13-18,at secondary school,71
2016,Male,walking,Baltinglass,19-66,at university,6
2016,Male,walking,Clifden,15-66,working,107
2016,Male,walking,Clifden,5-12,at primary school,26
2016,Male,walking,Clifden,13-18,at secondary school,2
2016,Male,walking,Clifden,19-66,at university,4
2016,Male,walking,Bunclody-Carrickduff,15-66,working,26
2016,Male,walking,Bunclody-Carrickduff,5-12,at primary school,45
2016,Male,walking,Bunclody-Carrickduff,13-18,at secondary school,33
2016,Male,walking,Bunclody-Carrickduff,19-66,at university,5
2016,Male,walking,Abbeyfeale,15-66,working,30
2016,Male,walking,Abbeyfeale,5-12,at primary school,40
2016,Male,walking,Abbeyfeale,13-18,at secondary school,30
2016,Male,walking,Abbeyfeale,19-66,at university,2
2016,Male,walking,Clogherhead,15-66,working,14
2016,Male,walking,Clogherhead,5-12,at primary school,111
2016,Male,walking,Clogherhead,13-18,at secondary school,3
2016,Male,walking,Clogherhead,19-66,at university,0
2016,Male,walking,Castlerea,15-66,working,50
2016,Male,walking,Castlerea,5-12,at primary school,27
2016,Male,walking,Castlerea,13-18,at secondary school,23
2016,Male,walking,Castlerea,19-66,at university,10
2016,Male,walking,An Daingean,15-66,working,122
2016,Male,walking,An Daingean,5-12,at primary school,13
2016,Male,walking,An Daingean,13-18,at secondary school,30
2016,Male,walking,An Daingean,19-66,at university,9
2016,Male,walking,Castleconnell,15-66,working,8
2016,Male,walking,Castleconnell,5-12,at primary school,43
2016,Male,walking,Castleconnell,13-18,at secondary school,2
2016,Male,walking,Castleconnell,19-66,at university,2
2016,Male,walking,Bearna,15-66,working,17
2016,Male,walking,Bearna,5-12,at primary school,44
2016,Male,walking,Bearna,13-18,at secondary school,0
2016,Male,walking,Bearna,19-66,at university,5
2016,Male,walking,Balrothery,15-66,working,9
2016,Male,walking,Balrothery,5-12,at primary school,75
2016,Male,walking,Balrothery,13-18,at secondary school,7
2016,Male,walking,Balrothery,19-66,at university,0
2016,Male,walking,Abbeyleix,15-66,working,26
2016,Male,walking,Abbeyleix,5-12,at primary school,33
2016,Male,walking,Abbeyleix,13-18,at secondary school,6
2016,Male,walking,Abbeyleix,19-66,at university,6
2016,Male,walking,Ballaghaderreen,15-66,working,31
2016,Male,walking,Ballaghaderreen,5-12,at primary school,23
2016,Male,walking,Ballaghaderreen,13-18,at secondary school,28
2016,Male,walking,Ballaghaderreen,19-66,at university,12
2016,Male,walking,Enniskerry,15-66,working,14
2016,Male,walking,Enniskerry,5-12,at primary school,6
2016,Male,walking,Enniskerry,13-18,at secondary school,2
2016,Male,walking,Enniskerry,19-66,at university,2
2016,Male,walking,Newport,15-66,working,17
2016,Male,walking,Newport,5-12,at primary school,50
2016,Male,walking,Newport,13-18,at secondary school,45
2016,Male,walking,Newport,19-66,at university,3
2016,Male,walking,Dunleer,15-66,working,35
2016,Male,walking,Dunleer,5-12,at primary school,35
2016,Male,walking,Dunleer,13-18,at secondary school,39
2016,Male,walking,Dunleer,19-66,at university,2
2016,Male,walking,Newmarket-on-Fergus,15-66,working,19
2016,Male,walking,Newmarket-on-Fergus,5-12,at primary school,42
2016,Male,walking,Newmarket-on-Fergus,13-18,at secondary school,0
2016,Male,walking,Newmarket-on-Fergus,19-66,at university,4
2016,Male,walking,Clones,15-66,working,65
2016,Male,walking,Clones,5-12,at primary school,35
2016,Male,walking,Clones,13-18,at secondary school,32
2016,Male,walking,Clones,19-66,at university,6
2016,Male,walking,Tubbercurry,15-66,working,33
2016,Male,walking,Tubbercurry,5-12,at primary school,33
2016,Male,walking,Tubbercurry,13-18,at secondary school,13
2016,Male,walking,Tubbercurry,19-66,at university,12
2016,Male,walking,Edgeworthstown,15-66,working,56
2016,Male,walking,Edgeworthstown,5-12,at primary school,44
2016,Male,walking,Edgeworthstown,13-18,at secondary school,5
2016,Male,walking,Edgeworthstown,19-66,at university,4
2016,Male,walking,Ballivor,15-66,working,7
2016,Male,walking,Ballivor,5-12,at primary school,60
2016,Male,walking,Ballivor,13-18,at secondary school,0
2016,Male,walking,Ballivor,19-66,at university,4
2016,Male,walking,Castlebridge,15-66,working,14
2016,Male,walking,Castlebridge,5-12,at primary school,33
2016,Male,walking,Castlebridge,13-18,at secondary school,0
2016,Male,walking,Castlebridge,19-66,at university,6
2016,Male,walking,Portlaw,15-66,working,12
2016,Male,walking,Portlaw,5-12,at primary school,87
2016,Male,walking,Portlaw,13-18,at secondary school,1
2016,Male,walking,Portlaw,19-66,at university,1
2016,Male,walking,Mountrath,15-66,working,40
2016,Male,walking,Mountrath,5-12,at primary school,19
2016,Male,walking,Mountrath,13-18,at secondary school,33
2016,Male,walking,Mountrath,19-66,at university,7
2016,Male,walking,Lifford,15-66,working,30
2016,Male,walking,Lifford,5-12,at primary school,7
2016,Male,walking,Lifford,13-18,at secondary school,4
2016,Male,walking,Lifford,19-66,at university,1
2016,Male,walking,Banagher,15-66,working,54
2016,Male,walking,Banagher,5-12,at primary school,39
2016,Male,walking,Banagher,13-18,at secondary school,38
2016,Male,walking,Banagher,19-66,at university,10
2016,Male,walking,Kilmallock,15-66,working,63
2016,Male,walking,Kilmallock,5-12,at primary school,39
2016,Male,walking,Kilmallock,13-18,at secondary school,40
2016,Male,walking,Kilmallock,19-66,at university,3
2016,Male,walking,Strandhill,15-66,working,13
2016,Male,walking,Strandhill,5-12,at primary school,24
2016,Male,walking,Strandhill,13-18,at secondary school,1
2016,Male,walking,Strandhill,19-66,at university,9
2016,Male,walking,Rathdrum,15-66,working,18
2016,Male,walking,Rathdrum,5-12,at primary school,37
2016,Male,walking,Rathdrum,13-18,at secondary school,31
2016,Male,walking,Rathdrum,19-66,at university,2
2016,Male,walking,Dunmanway,15-66,working,24
2016,Male,walking,Dunmanway,5-12,at primary school,19
2016,Male,walking,Dunmanway,13-18,at secondary school,22
2016,Male,walking,Dunmanway,19-66,at university,11
2016,Male,walking,Millstreet,15-66,working,53
2016,Male,walking,Millstreet,5-12,at primary school,12
2016,Male,walking,Millstreet,13-18,at secondary school,10
2016,Male,walking,Millstreet,19-66,at university,6
2016,Male,walking,Ballymahon,15-66,working,52
2016,Male,walking,Ballymahon,5-12,at primary school,41
2016,Male,walking,Ballymahon,13-18,at secondary school,45
2016,Male,walking,Ballymahon,19-66,at university,4
2016,Male,walking,Cloyne,15-66,working,13
2016,Male,walking,Cloyne,5-12,at primary school,65
2016,Male,walking,Cloyne,13-18,at secondary school,1
2016,Male,walking,Cloyne,19-66,at university,0
2016,Male,walking,Dunmore East,15-66,working,21
2016,Male,walking,Dunmore East,5-12,at primary school,6
2016,Male,walking,Dunmore East,13-18,at secondary school,1
2016,Male,walking,Dunmore East,19-66,at university,3
2016,Male,walking,Moycullen,15-66,working,23
2016,Male,walking,Moycullen,5-12,at primary school,57
2016,Male,walking,Moycullen,13-18,at secondary school,0
2016,Male,walking,Moycullen,19-66,at university,1
2016,Male,walking,Rosslare,15-66,working,27
2016,Male,walking,Rosslare,5-12,at primary school,1
2016,Male,walking,Rosslare,13-18,at secondary school,0
2016,Male,walking,Rosslare,19-66,at university,3
2016,Male,walking,Derrinturn,15-66,working,6
2016,Male,walking,Derrinturn,5-12,at primary school,57
2016,Male,walking,Derrinturn,13-18,at secondary school,3
2016,Male,walking,Derrinturn,19-66,at university,4
2016,Male,walking,Fethard,15-66,working,19
2016,Male,walking,Fethard,5-12,at primary school,27
2016,Male,walking,Fethard,13-18,at secondary school,17
2016,Male,walking,Fethard,19-66,at university,5
2016,Male,walking,Ballymote,15-66,working,19
2016,Male,walking,Ballymote,5-12,at primary school,21
2016,Male,walking,Ballymote,13-18,at secondary school,17
2016,Male,walking,Ballymote,19-66,at university,4
2016,Male,walking,Rathcormac,15-66,working,6
2016,Male,walking,Rathcormac,5-12,at primary school,72
2016,Male,walking,Rathcormac,13-18,at secondary school,1
2016,Male,walking,Rathcormac,19-66,at university,0
2016,Male,walking,"Towns 1,000 - 1,499 population",15-66,working,1355
2016,Male,walking,"Towns 1,000 - 1,499 population",5-12,at primary school,1868
2016,Male,walking,"Towns 1,000 - 1,499 population",13-18,at secondary school,999
2016,Male,walking,"Towns 1,000 - 1,499 population",19-66,at university,214
2016,Male,walking,Total Towns 500 - 999 population,15-66,working,1501
2016,Male,walking,Total Towns 500 - 999 population,5-12,at primary school,2975
2016,Male,walking,Total Towns 500 - 999 population,13-18,at secondary school,747
2016,Male,walking,Total Towns 500 - 999 population,19-66,at university,324
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,15-66,working,1263
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,2298
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,280
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,305
2016,Male,walking,Remainder of country,15-66,working,10596
2016,Male,walking,Remainder of country,5-12,at primary school,2851
2016,Male,walking,Remainder of country,13-18,at secondary school,1650
2016,Male,walking,Remainder of country,19-66,at university,4679
2016,Male,walking,Collooney,15-66,working,21
2016,Male,walking,Collooney,5-12,at primary school,23
2016,Male,walking,Collooney,13-18,at secondary school,4
2016,Male,walking,Collooney,19-66,at university,1
2016,Male,walking,Castlemartyr,15-66,working,12
2016,Male,walking,Castlemartyr,5-12,at primary school,56
2016,Male,walking,Castlemartyr,13-18,at secondary school,1
2016,Male,walking,Castlemartyr,19-66,at university,1
2016,Male,walking,Tullyallen,15-66,working,5
2016,Male,walking,Tullyallen,5-12,at primary school,82
2016,Male,walking,Tullyallen,13-18,at secondary school,3
2016,Male,walking,Tullyallen,19-66,at university,1
2016,Male,walking,Longwood,15-66,working,1
2016,Male,walking,Longwood,5-12,at primary school,72
2016,Male,walking,Longwood,13-18,at secondary school,47
2016,Male,walking,Longwood,19-66,at university,0
2016,Male,walking,Termonfeckin,15-66,working,2
2016,Male,walking,Termonfeckin,5-12,at primary school,35
2016,Male,walking,Termonfeckin,13-18,at secondary school,3
2016,Male,walking,Termonfeckin,19-66,at university,0
2016,Male,walking,Convoy,15-66,working,13
2016,Male,walking,Convoy,5-12,at primary school,32
2016,Male,walking,Convoy,13-18,at secondary school,3
2016,Male,walking,Convoy,19-66,at university,2
2016,Male,walking,Castlecomer-Donaguile,15-66,working,24
2016,Male,walking,Castlecomer-Donaguile,5-12,at primary school,25
2016,Male,walking,Castlecomer-Donaguile,13-18,at secondary school,35
2016,Male,walking,Castlecomer-Donaguile,19-66,at university,5
2016,Male,bike,Dublin City and suburbs,15-66,working,27923
2016,Male,bike,Dublin City and suburbs,5-12,at primary school,2421
2016,Male,bike,Dublin City and suburbs,13-18,at secondary school,4356
2016,Male,bike,Dublin City and suburbs,19-66,at university,4397
2016,Male,bike,Cork City and suburbs,15-66,working,1685
2016,Male,bike,Cork City and suburbs,5-12,at primary school,68
2016,Male,bike,Cork City and suburbs,13-18,at secondary school,91
2016,Male,bike,Cork City and suburbs,19-66,at university,485
2016,Male,bike,Limerick City and suburbs,15-66,working,783
2016,Male,bike,Limerick City and suburbs,5-12,at primary school,54
2016,Male,bike,Limerick City and suburbs,13-18,at secondary school,147
2016,Male,bike,Limerick City and suburbs,19-66,at university,266
2016,Male,bike,Galway City and suburbs,15-66,working,1299
2016,Male,bike,Galway City and suburbs,5-12,at primary school,84
2016,Male,bike,Galway City and suburbs,13-18,at secondary school,147
2016,Male,bike,Galway City and suburbs,19-66,at university,437
2016,Male,bike,Waterford City and suburbs,15-66,working,337
2016,Male,bike,Waterford City and suburbs,5-12,at primary school,9
2016,Male,bike,Waterford City and suburbs,13-18,at secondary school,27
2016,Male,bike,Waterford City and suburbs,19-66,at university,60
2016,Male,bike,Drogheda,15-66,working,183
2016,Male,bike,Drogheda,5-12,at primary school,36
2016,Male,bike,Drogheda,13-18,at secondary school,40
2016,Male,bike,Drogheda,19-66,at university,10
2016,Male,bike,Dundalk,15-66,working,527
2016,Male,bike,Dundalk,5-12,at primary school,46
2016,Male,bike,Dundalk,13-18,at secondary school,45
2016,Male,bike,Dundalk,19-66,at university,86
2016,Male,bike,Swords,15-66,working,311
