year,sex,means_of_travel,aggregate_town_or_rural_area,time_leaving_home,age,edu_level,value
2016,Female,walking,Aggregate Town Area,08:01 - 08:30,>=19,university,3050
2016,Female,walking,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,18722
2016,Female,walking,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,33805
2016,Female,walking,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,12478
2016,Female,walking,Aggregate Town Area,08:31 - 09:00,>=19,university,7492
2016,Female,walking,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,7813
2016,Female,walking,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,4912
2016,Female,walking,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,550
2016,Female,walking,Aggregate Town Area,09:01 - 09:30,>=19,university,2696
2016,Female,walking,Aggregate Town Area,After 09:30,>=15,junior-cert,16536
2016,Female,walking,Aggregate Town Area,After 09:30,5 to 12,primary-school,56
2016,Female,walking,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,280
2016,Female,walking,Aggregate Town Area,After 09:30,>=19,university,3747
2016,Female,walking,Aggregate Town Area,na,>=15,junior-cert,1351
2016,Female,walking,Aggregate Town Area,na,5 to 12,primary-school,510
2016,Female,walking,Aggregate Town Area,na,13 to 18,leaving-cert,231
2016,Female,walking,Aggregate Town Area,na,>=19,university,189
2016,Female,walking,Aggregate Rural Area,Before 06:30,>=15,junior-cert,507
2016,Female,walking,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,4
2016,Female,walking,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,7
2016,Female,walking,Aggregate Rural Area,Before 06:30,>=19,university,24
2016,Female,walking,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,625
2016,Female,walking,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,3
2016,Female,walking,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,11
2016,Female,walking,Aggregate Rural Area,06:30 - 07:00,>=19,university,41
2016,Female,walking,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,596
2016,Female,walking,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,27
2016,Female,walking,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,39
2016,Female,walking,Aggregate Rural Area,07:01 - 07:30,>=19,university,110
2016,Female,walking,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,1102
2016,Female,walking,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,79
2016,Female,walking,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,110
2016,Female,walking,Aggregate Rural Area,07:31 - 08:00,>=19,university,230
2016,Female,walking,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,956
2016,Female,walking,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,343
2016,Female,walking,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,592
2016,Female,walking,Aggregate Rural Area,08:01 - 08:30,>=19,university,928
2016,Female,walking,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,1925
2016,Female,walking,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,3886
2016,Female,walking,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,1945
2016,Female,walking,Aggregate Rural Area,08:31 - 09:00,>=19,university,3811
2016,Female,walking,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,1328
2016,Female,walking,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,5169
2016,Female,walking,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,331
2016,Female,walking,Aggregate Rural Area,09:01 - 09:30,>=19,university,1151
2016,Female,walking,Aggregate Rural Area,After 09:30,>=15,junior-cert,2264
2016,Female,walking,Aggregate Rural Area,After 09:30,5 to 12,primary-school,20
2016,Female,walking,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,152
2016,Female,walking,Aggregate Rural Area,After 09:30,>=19,university,1127
2016,Female,walking,Aggregate Rural Area,na,>=15,junior-cert,179
2016,Female,walking,Aggregate Rural Area,na,5 to 12,primary-school,82
2016,Female,walking,Aggregate Rural Area,na,13 to 18,leaving-cert,28
2016,Female,walking,Aggregate Rural Area,na,>=19,university,64
2016,Female,bike,Aggregate Town Area,Before 06:30,>=15,junior-cert,804
2016,Female,bike,Aggregate Town Area,Before 06:30,5 to 12,primary-school,1
2016,Female,bike,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,1
2016,Female,bike,Aggregate Town Area,Before 06:30,>=19,university,34
2016,Female,bike,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,1057
2016,Female,bike,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,5
2016,Female,bike,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,3
2016,Female,bike,Aggregate Town Area,06:30 - 07:00,>=19,university,95
2016,Female,bike,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,1598
2016,Female,bike,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,21
2016,Female,bike,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,27
2016,Female,bike,Aggregate Town Area,07:01 - 07:30,>=19,university,123
2016,Female,bike,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,2404
2016,Female,bike,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,97
2016,Female,bike,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,122
2016,Female,bike,Aggregate Town Area,07:31 - 08:00,>=19,university,274
2016,Female,bike,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,3462
2016,Female,bike,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,843
2016,Female,bike,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,294
2016,Female,bike,Aggregate Town Area,08:01 - 08:30,>=19,university,582
2016,Female,bike,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,2672
2016,Female,bike,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,988
2016,Female,bike,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,133
2016,Female,bike,Aggregate Town Area,08:31 - 09:00,>=19,university,892
2016,Female,bike,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,1052
2016,Female,bike,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,103
2016,Female,bike,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,8
2016,Female,bike,Aggregate Town Area,09:01 - 09:30,>=19,university,376
2016,Female,bike,Aggregate Town Area,After 09:30,>=15,junior-cert,1502
2016,Female,bike,Aggregate Town Area,After 09:30,5 to 12,primary-school,3
2016,Female,bike,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,13
2016,Female,bike,Aggregate Town Area,After 09:30,>=19,university,510
2016,Female,bike,Aggregate Town Area,na,>=15,junior-cert,140
2016,Female,bike,Aggregate Town Area,na,5 to 12,primary-school,19
2016,Female,bike,Aggregate Town Area,na,13 to 18,leaving-cert,6
2016,Female,bike,Aggregate Town Area,na,>=19,university,31
2016,Female,bike,Aggregate Rural Area,Before 06:30,>=15,junior-cert,40
2016,Female,bike,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Female,bike,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,0
2016,Female,bike,Aggregate Rural Area,Before 06:30,>=19,university,4
2016,Female,bike,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,57
2016,Female,bike,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,bike,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,1
2016,Female,bike,Aggregate Rural Area,06:30 - 07:00,>=19,university,20
2016,Female,bike,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,70
2016,Female,bike,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,1
2016,Female,bike,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,1
2016,Female,bike,Aggregate Rural Area,07:01 - 07:30,>=19,university,25
2016,Female,bike,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,110
2016,Female,bike,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,2
2016,Female,bike,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,8
2016,Female,bike,Aggregate Rural Area,07:31 - 08:00,>=19,university,37
2016,Female,bike,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,135
2016,Female,bike,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,33
2016,Female,bike,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,37
2016,Female,bike,Aggregate Rural Area,08:01 - 08:30,>=19,university,93
2016,Female,bike,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,132
2016,Female,bike,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,188
2016,Female,bike,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,30
2016,Female,bike,Aggregate Rural Area,08:31 - 09:00,>=19,university,161
2016,Female,bike,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,99
2016,Female,bike,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,159
2016,Female,bike,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,8
2016,Female,bike,Aggregate Rural Area,09:01 - 09:30,>=19,university,47
2016,Female,bike,Aggregate Rural Area,After 09:30,>=15,junior-cert,141
2016,Female,bike,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Female,bike,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,2
2016,Female,bike,Aggregate Rural Area,After 09:30,>=19,university,48
2016,Female,bike,Aggregate Rural Area,na,>=15,junior-cert,21
2016,Female,bike,Aggregate Rural Area,na,5 to 12,primary-school,5
2016,Female,bike,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2016,Female,bike,Aggregate Rural Area,na,>=19,university,3
2016,Female,bus,Aggregate Town Area,Before 06:30,>=15,junior-cert,4623
2016,Female,bus,Aggregate Town Area,Before 06:30,5 to 12,primary-school,17
2016,Female,bus,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,81
2016,Female,bus,Aggregate Town Area,Before 06:30,>=19,university,382
2016,Female,bus,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,8067
2016,Female,bus,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,58
2016,Female,bus,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,587
2016,Female,bus,Aggregate Town Area,06:30 - 07:00,>=19,university,1405
2016,Female,bus,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,10439
2016,Female,bus,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,455
2016,Female,bus,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,2904
2016,Female,bus,Aggregate Town Area,07:01 - 07:30,>=19,university,2731
2016,Female,bus,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,11405
2016,Female,bus,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,1659
2016,Female,bus,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,8018
2016,Female,bus,Aggregate Town Area,07:31 - 08:00,>=19,university,4194
2016,Female,bus,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,8972
2016,Female,bus,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,3935
2016,Female,bus,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,5553
2016,Female,bus,Aggregate Town Area,08:01 - 08:30,>=19,university,4233
2016,Female,bus,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,4428
2016,Female,bus,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,2724
2016,Female,bus,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,1118
2016,Female,bus,Aggregate Town Area,08:31 - 09:00,>=19,university,2477
2016,Female,bus,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,2573
2016,Female,bus,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,599
2016,Female,bus,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,263
2016,Female,bus,Aggregate Town Area,09:01 - 09:30,>=19,university,1363
2016,Female,bus,Aggregate Town Area,After 09:30,>=15,junior-cert,6547
2016,Female,bus,Aggregate Town Area,After 09:30,5 to 12,primary-school,12
2016,Female,bus,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,201
2016,Female,bus,Aggregate Town Area,After 09:30,>=19,university,2198
2016,Female,bus,Aggregate Town Area,na,>=15,junior-cert,748
2016,Female,bus,Aggregate Town Area,na,5 to 12,primary-school,69
2016,Female,bus,Aggregate Town Area,na,13 to 18,leaving-cert,118
2016,Female,bus,Aggregate Town Area,na,>=19,university,171
2016,Female,bus,Aggregate Rural Area,Before 06:30,>=15,junior-cert,475
2016,Female,bus,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,3
2016,Female,bus,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,40
2016,Female,bus,Aggregate Rural Area,Before 06:30,>=19,university,151
2016,Female,bus,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,669
2016,Female,bus,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,19
2016,Female,bus,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,265
2016,Female,bus,Aggregate Rural Area,06:30 - 07:00,>=19,university,526
2016,Female,bus,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,711
2016,Female,bus,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,167
2016,Female,bus,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,2384
2016,Female,bus,Aggregate Rural Area,07:01 - 07:30,>=19,university,900
2016,Female,bus,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,733
2016,Female,bus,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,940
2016,Female,bus,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,14022
2016,Female,bus,Aggregate Rural Area,07:31 - 08:00,>=19,university,1347
2016,Female,bus,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,468
2016,Female,bus,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,3204
2016,Female,bus,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,12164
2016,Female,bus,Aggregate Rural Area,08:01 - 08:30,>=19,university,1126
2016,Female,bus,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,271
2016,Female,bus,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,9259
2016,Female,bus,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,1591
2016,Female,bus,Aggregate Rural Area,08:31 - 09:00,>=19,university,658
2016,Female,bus,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,151
2016,Female,bus,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,3531
2016,Female,bus,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,173
2016,Female,bus,Aggregate Rural Area,09:01 - 09:30,>=19,university,279
2016,Female,bus,Aggregate Rural Area,After 09:30,>=15,junior-cert,318
2016,Female,bus,Aggregate Rural Area,After 09:30,5 to 12,primary-school,7
2016,Female,bus,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,64
2016,Female,bus,Aggregate Rural Area,After 09:30,>=19,university,294
2016,Female,bus,Aggregate Rural Area,na,>=15,junior-cert,50
2016,Female,bus,Aggregate Rural Area,na,5 to 12,primary-school,77
2016,Female,bus,Aggregate Rural Area,na,13 to 18,leaving-cert,93
2016,Female,bus,Aggregate Rural Area,na,>=19,university,67
2016,Female,train,Aggregate Town Area,Before 06:30,>=15,junior-cert,1652
2016,Female,train,Aggregate Town Area,Before 06:30,5 to 12,primary-school,1
2016,Female,train,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,14
2016,Female,train,Aggregate Town Area,Before 06:30,>=19,university,123
2016,Female,train,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,3626
2016,Female,train,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,5
2016,Female,train,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,94
2016,Female,train,Aggregate Town Area,06:30 - 07:00,>=19,university,357
2016,Female,train,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,5517
2016,Female,train,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,28
2016,Female,train,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,412
2016,Female,train,Aggregate Town Area,07:01 - 07:30,>=19,university,730
2016,Female,train,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,7428
2016,Female,train,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,93
2016,Female,train,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,966
2016,Female,train,Aggregate Town Area,07:31 - 08:00,>=19,university,1165
2016,Female,train,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,6076
2016,Female,train,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,135
2016,Female,train,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,679
2016,Female,train,Aggregate Town Area,08:01 - 08:30,>=19,university,1261
2016,Female,train,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,2165
2016,Female,train,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,42
2016,Female,train,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,126
2016,Female,train,Aggregate Town Area,08:31 - 09:00,>=19,university,683
2016,Female,train,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,827
2016,Female,train,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,2
2016,Female,train,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,35
2016,Female,train,Aggregate Town Area,09:01 - 09:30,>=19,university,404
2016,Female,train,Aggregate Town Area,After 09:30,>=15,junior-cert,1357
2016,Female,train,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Female,train,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,67
2016,Female,train,Aggregate Town Area,After 09:30,>=19,university,632
2016,Female,train,Aggregate Town Area,na,>=15,junior-cert,173
2016,Female,train,Aggregate Town Area,na,5 to 12,primary-school,2
2016,Female,train,Aggregate Town Area,na,13 to 18,leaving-cert,16
2016,Female,train,Aggregate Town Area,na,>=19,university,39
2016,Female,train,Aggregate Rural Area,Before 06:30,>=15,junior-cert,394
2016,Female,train,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,1
2016,Female,train,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,7
2016,Female,train,Aggregate Rural Area,Before 06:30,>=19,university,84
2016,Female,train,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,479
2016,Female,train,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,train,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,33
2016,Female,train,Aggregate Rural Area,06:30 - 07:00,>=19,university,158
2016,Female,train,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,420
2016,Female,train,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,1
2016,Female,train,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,65
2016,Female,train,Aggregate Rural Area,07:01 - 07:30,>=19,university,206
2016,Female,train,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,394
2016,Female,train,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,2
2016,Female,train,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,68
2016,Female,train,Aggregate Rural Area,07:31 - 08:00,>=19,university,263
2016,Female,train,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,172
2016,Female,train,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,2
2016,Female,train,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,75
2016,Female,train,Aggregate Rural Area,08:01 - 08:30,>=19,university,201
2016,Female,train,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,63
2016,Female,train,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,3
2016,Female,train,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,31
2016,Female,train,Aggregate Rural Area,08:31 - 09:00,>=19,university,176
2016,Female,train,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,20
2016,Female,train,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,1
2016,Female,train,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,11
2016,Female,train,Aggregate Rural Area,09:01 - 09:30,>=19,university,61
2016,Female,train,Aggregate Rural Area,After 09:30,>=15,junior-cert,45
2016,Female,train,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Female,train,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,13
2016,Female,train,Aggregate Rural Area,After 09:30,>=19,university,85
2016,Female,train,Aggregate Rural Area,na,>=15,junior-cert,18
2016,Female,train,Aggregate Rural Area,na,5 to 12,primary-school,0
2016,Female,train,Aggregate Rural Area,na,13 to 18,leaving-cert,4
2016,Female,train,Aggregate Rural Area,na,>=19,university,13
2016,Female,motorbike,Aggregate Town Area,Before 06:30,>=15,junior-cert,57
2016,Female,motorbike,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Town Area,Before 06:30,>=19,university,2
2016,Female,motorbike,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,69
2016,Female,motorbike,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Town Area,06:30 - 07:00,>=19,university,1
2016,Female,motorbike,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,121
2016,Female,motorbike,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Town Area,07:01 - 07:30,>=19,university,3
2016,Female,motorbike,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,151
2016,Female,motorbike,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,4
2016,Female,motorbike,Aggregate Town Area,07:31 - 08:00,>=19,university,4
2016,Female,motorbike,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,222
2016,Female,motorbike,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,16
2016,Female,motorbike,Aggregate Town Area,08:01 - 08:30,>=19,university,20
2016,Female,motorbike,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,126
2016,Female,motorbike,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,9
2016,Female,motorbike,Aggregate Town Area,08:31 - 09:00,>=19,university,9
2016,Female,motorbike,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,57
2016,Female,motorbike,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,1
2016,Female,motorbike,Aggregate Town Area,09:01 - 09:30,>=19,university,9
2016,Female,motorbike,Aggregate Town Area,After 09:30,>=15,junior-cert,92
2016,Female,motorbike,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,1
2016,Female,motorbike,Aggregate Town Area,After 09:30,>=19,university,6
2016,Female,motorbike,Aggregate Town Area,na,>=15,junior-cert,8
2016,Female,motorbike,Aggregate Town Area,na,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Town Area,na,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Town Area,na,>=19,university,0
2016,Female,motorbike,Aggregate Rural Area,Before 06:30,>=15,junior-cert,13
2016,Female,motorbike,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Rural Area,Before 06:30,>=19,university,1
2016,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,23
2016,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,1
2016,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,>=19,university,4
2016,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,28
2016,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,1
2016,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,>=19,university,2
2016,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,63
2016,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,4
2016,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,>=19,university,3
2016,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,75
2016,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,13
2016,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,>=19,university,9
2016,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,73
2016,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,13
2016,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,>=19,university,4
2016,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,31
2016,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,>=19,university,0
2016,Female,motorbike,Aggregate Rural Area,After 09:30,>=15,junior-cert,32
2016,Female,motorbike,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Rural Area,After 09:30,>=19,university,2
2016,Female,motorbike,Aggregate Rural Area,na,>=15,junior-cert,9
2016,Female,motorbike,Aggregate Rural Area,na,5 to 12,primary-school,0
2016,Female,motorbike,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2016,Female,motorbike,Aggregate Rural Area,na,>=19,university,0
2016,Female,car,Aggregate Town Area,Before 06:30,>=15,junior-cert,17214
2016,Female,car,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,2
2016,Female,car,Aggregate Town Area,Before 06:30,>=19,university,201
2016,Female,car,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,27988
2016,Female,car,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
