year,sex,means_of_travel,aggregate_town_or_rural_area,time_leaving_home,age,edu_level,value
2016,Male,car,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,40852
2016,Male,car,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,234
2016,Male,car,Aggregate Rural Area,07:31 - 08:00,>=19,university,1921
2016,Male,car,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,33975
2016,Male,car,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,758
2016,Male,car,Aggregate Rural Area,08:01 - 08:30,>=19,university,2745
2016,Male,car,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,24468
2016,Male,car,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,815
2016,Male,car,Aggregate Rural Area,08:31 - 09:00,>=19,university,2303
2016,Male,car,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,8584
2016,Male,car,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,54
2016,Male,car,Aggregate Rural Area,09:01 - 09:30,>=19,university,703
2016,Male,car,Aggregate Rural Area,After 09:30,>=15,junior-cert,16441
2016,Male,car,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,17
2016,Male,car,Aggregate Rural Area,After 09:30,>=19,university,638
2016,Male,car,Aggregate Rural Area,na,>=15,junior-cert,2864
2016,Male,car,Aggregate Rural Area,na,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,na,13 to 18,leaving-cert,13
2016,Male,car,Aggregate Rural Area,na,>=19,university,134
2016,Male,carpool,Aggregate Town Area,Before 06:30,>=15,junior-cert,3758
2016,Male,carpool,Aggregate Town Area,Before 06:30,5 to 12,primary-school,56
2016,Male,carpool,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,38
2016,Male,carpool,Aggregate Town Area,Before 06:30,>=19,university,44
2016,Male,carpool,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,3620
2016,Male,carpool,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,283
2016,Male,carpool,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,207
2016,Male,carpool,Aggregate Town Area,06:30 - 07:00,>=19,university,109
2016,Male,carpool,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,3284
2016,Male,carpool,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,1300
2016,Male,carpool,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,1128
2016,Male,carpool,Aggregate Town Area,07:01 - 07:30,>=19,university,274
2016,Male,carpool,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,3668
2016,Male,carpool,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,5153
2016,Male,carpool,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,5590
2016,Male,carpool,Aggregate Town Area,07:31 - 08:00,>=19,university,786
2016,Male,carpool,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,2354
2016,Male,carpool,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,26870
2016,Male,carpool,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,17187
2016,Male,carpool,Aggregate Town Area,08:01 - 08:30,>=19,university,1452
2016,Male,carpool,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,1722
2016,Male,carpool,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,43201
2016,Male,carpool,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,11035
2016,Male,carpool,Aggregate Town Area,08:31 - 09:00,>=19,university,1159
2016,Male,carpool,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,768
2016,Male,carpool,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,9739
2016,Male,carpool,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,524
2016,Male,carpool,Aggregate Town Area,09:01 - 09:30,>=19,university,364
2016,Male,carpool,Aggregate Town Area,After 09:30,>=15,junior-cert,3031
2016,Male,carpool,Aggregate Town Area,After 09:30,5 to 12,primary-school,136
2016,Male,carpool,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,100
2016,Male,carpool,Aggregate Town Area,After 09:30,>=19,university,463
2016,Male,carpool,Aggregate Town Area,na,>=15,junior-cert,367
2016,Male,carpool,Aggregate Town Area,na,5 to 12,primary-school,525
2016,Male,carpool,Aggregate Town Area,na,13 to 18,leaving-cert,148
2016,Male,carpool,Aggregate Town Area,na,>=19,university,35
2016,Male,carpool,Aggregate Rural Area,Before 06:30,>=15,junior-cert,1328
2016,Male,carpool,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,34
2016,Male,carpool,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,46
2016,Male,carpool,Aggregate Rural Area,Before 06:30,>=19,university,52
2016,Male,carpool,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,1491
2016,Male,carpool,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,154
2016,Male,carpool,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,162
2016,Male,carpool,Aggregate Rural Area,06:30 - 07:00,>=19,university,126
2016,Male,carpool,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,1517
2016,Male,carpool,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,561
2016,Male,carpool,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,713
2016,Male,carpool,Aggregate Rural Area,07:01 - 07:30,>=19,university,345
2016,Male,carpool,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,1972
2016,Male,carpool,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,2278
2016,Male,carpool,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,3656
2016,Male,carpool,Aggregate Rural Area,07:31 - 08:00,>=19,university,797
2016,Male,carpool,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,1373
2016,Male,carpool,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,9244
2016,Male,carpool,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,15118
2016,Male,carpool,Aggregate Rural Area,08:01 - 08:30,>=19,university,1291
2016,Male,carpool,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,1078
2016,Male,carpool,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,34270
2016,Male,carpool,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,14586
2016,Male,carpool,Aggregate Rural Area,08:31 - 09:00,>=19,university,1072
2016,Male,carpool,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,450
2016,Male,carpool,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,31619
2016,Male,carpool,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,1160
2016,Male,carpool,Aggregate Rural Area,09:01 - 09:30,>=19,university,288
2016,Male,carpool,Aggregate Rural Area,After 09:30,>=15,junior-cert,1369
2016,Male,carpool,Aggregate Rural Area,After 09:30,5 to 12,primary-school,121
2016,Male,carpool,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,92
2016,Male,carpool,Aggregate Rural Area,After 09:30,>=19,university,229
2016,Male,carpool,Aggregate Rural Area,na,>=15,junior-cert,201
2016,Male,carpool,Aggregate Rural Area,na,5 to 12,primary-school,346
2016,Male,carpool,Aggregate Rural Area,na,13 to 18,leaving-cert,132
2016,Male,carpool,Aggregate Rural Area,na,>=19,university,53
2016,Male,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,6877
2016,Male,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,1
2016,Male,truck,Aggregate Town Area,Before 06:30,>=19,university,2
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,9215
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,3
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,18
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,8619
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,6
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,5
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,>=19,university,21
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,9470
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,20
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,15
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,>=19,university,35
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,6705
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,72
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,43
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,>=19,university,37
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,4360
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,119
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,48
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,>=19,university,47
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,1989
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,26
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,5
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,>=19,university,20
2016,Male,truck,Aggregate Town Area,After 09:30,>=15,junior-cert,2202
2016,Male,truck,Aggregate Town Area,After 09:30,5 to 12,primary-school,2
2016,Male,truck,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,1
2016,Male,truck,Aggregate Town Area,After 09:30,>=19,university,18
2016,Male,truck,Aggregate Town Area,na,>=15,junior-cert,428
2016,Male,truck,Aggregate Town Area,na,5 to 12,primary-school,5
2016,Male,truck,Aggregate Town Area,na,13 to 18,leaving-cert,2
2016,Male,truck,Aggregate Town Area,na,>=19,university,5
2016,Male,truck,Aggregate Rural Area,Before 06:30,>=15,junior-cert,10313
2016,Male,truck,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,4
2016,Male,truck,Aggregate Rural Area,Before 06:30,>=19,university,18
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,11718
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,3
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=19,university,31
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,12596
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,7
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,14
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=19,university,61
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,15820
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,7
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,37
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,>=19,university,104
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,10430
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,37
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,83
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,>=19,university,103
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,6698
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,108
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,75
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,>=19,university,107
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,2612
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,75
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,3
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,>=19,university,28
2016,Male,truck,Aggregate Rural Area,After 09:30,>=15,junior-cert,2525
2016,Male,truck,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,1
2016,Male,truck,Aggregate Rural Area,After 09:30,>=19,university,15
2016,Male,truck,Aggregate Rural Area,na,>=15,junior-cert,771
2016,Male,truck,Aggregate Rural Area,na,5 to 12,primary-school,1
2016,Male,truck,Aggregate Rural Area,na,13 to 18,leaving-cert,1
2016,Male,truck,Aggregate Rural Area,na,>=19,university,6
2016,Male,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,789
2016,Male,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Town Area,Before 06:30,>=19,university,0
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,440
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,2
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,355
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Town Area,07:01 - 07:30,>=19,university,1
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,388
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,9
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,9
2016,Male,truck,Aggregate Town Area,07:31 - 08:00,>=19,university,2
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,238
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,19
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,9
2016,Male,truck,Aggregate Town Area,08:01 - 08:30,>=19,university,1
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,138
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,23
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,6
2016,Male,truck,Aggregate Town Area,08:31 - 09:00,>=19,university,9
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,73
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,8
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,1
2016,Male,truck,Aggregate Town Area,09:01 - 09:30,>=19,university,3
2016,Male,truck,Aggregate Town Area,After 09:30,>=15,junior-cert,186
2016,Male,truck,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,1
2016,Male,truck,Aggregate Town Area,After 09:30,>=19,university,3
2016,Male,truck,Aggregate Town Area,na,>=15,junior-cert,134
2016,Male,truck,Aggregate Town Area,na,5 to 12,primary-school,3
2016,Male,truck,Aggregate Town Area,na,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Town Area,na,>=19,university,1
2016,Male,truck,Aggregate Rural Area,Before 06:30,>=15,junior-cert,2093
2016,Male,truck,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,1
2016,Male,truck,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,2
2016,Male,truck,Aggregate Rural Area,Before 06:30,>=19,university,1
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,1412
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=19,university,2
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,1201
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=19,university,5
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,1682
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,1
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,5
2016,Male,truck,Aggregate Rural Area,07:31 - 08:00,>=19,university,8
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,862
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,2
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,14
2016,Male,truck,Aggregate Rural Area,08:01 - 08:30,>=19,university,4
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,473
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,10
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,6
2016,Male,truck,Aggregate Rural Area,08:31 - 09:00,>=19,university,6
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,191
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,12
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,2
2016,Male,truck,Aggregate Rural Area,09:01 - 09:30,>=19,university,1
2016,Male,truck,Aggregate Rural Area,After 09:30,>=15,junior-cert,316
2016,Male,truck,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,0
2016,Male,truck,Aggregate Rural Area,After 09:30,>=19,university,1
2016,Male,truck,Aggregate Rural Area,na,>=15,junior-cert,202
2016,Male,truck,Aggregate Rural Area,na,5 to 12,primary-school,0
2016,Male,truck,Aggregate Rural Area,na,13 to 18,leaving-cert,2
2016,Male,truck,Aggregate Rural Area,na,>=19,university,0
2016,Male,na,Aggregate Town Area,Before 06:30,>=15,junior-cert,207
2016,Male,na,Aggregate Town Area,Before 06:30,5 to 12,primary-school,4
2016,Male,na,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2016,Male,na,Aggregate Town Area,Before 06:30,>=19,university,2
2016,Male,na,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,195
2016,Male,na,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,16
2016,Male,na,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,12
2016,Male,na,Aggregate Town Area,06:30 - 07:00,>=19,university,9
2016,Male,na,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,181
2016,Male,na,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,30
2016,Male,na,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,29
2016,Male,na,Aggregate Town Area,07:01 - 07:30,>=19,university,32
2016,Male,na,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,197
2016,Male,na,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,113
2016,Male,na,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,84
2016,Male,na,Aggregate Town Area,07:31 - 08:00,>=19,university,40
2016,Male,na,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,185
2016,Male,na,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,463
2016,Male,na,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,224
2016,Male,na,Aggregate Town Area,08:01 - 08:30,>=19,university,50
2016,Male,na,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,165
2016,Male,na,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,881
2016,Male,na,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,186
2016,Male,na,Aggregate Town Area,08:31 - 09:00,>=19,university,56
2016,Male,na,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,99
2016,Male,na,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,209
2016,Male,na,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,33
2016,Male,na,Aggregate Town Area,09:01 - 09:30,>=19,university,32
2016,Male,na,Aggregate Town Area,After 09:30,>=15,junior-cert,297
2016,Male,na,Aggregate Town Area,After 09:30,5 to 12,primary-school,13
2016,Male,na,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,11
2016,Male,na,Aggregate Town Area,After 09:30,>=19,university,47
2016,Male,na,Aggregate Town Area,na,>=15,junior-cert,33486
2016,Male,na,Aggregate Town Area,na,5 to 12,primary-school,8101
2016,Male,na,Aggregate Town Area,na,13 to 18,leaving-cert,3411
2016,Male,na,Aggregate Town Area,na,>=19,university,2136
2016,Male,na,Aggregate Rural Area,Before 06:30,>=15,junior-cert,147
2016,Male,na,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,3
2016,Male,na,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,1
