year,sex,home,travelling_time,age_range,edu_status,value
2016,Male,Sligo,0.125,15-66,working,3818
2016,Male,Sligo,0.125,5-12,at primary school,2665
2016,Male,Sligo,0.125,13-18,at secondary school,1005
2016,Male,Sligo,0.125,19-66,at university,448
2016,Male,Sligo,0.275,15-66,working,3869
2016,Male,Sligo,0.275,5-12,at primary school,670
2016,Male,Sligo,0.275,13-18,at secondary school,939
2016,Male,Sligo,0.275,19-66,at university,455
2016,Male,Sligo,0.375,15-66,working,1884
2016,Male,Sligo,0.375,5-12,at primary school,141
2016,Male,Sligo,0.375,13-18,at secondary school,319
2016,Male,Sligo,0.375,19-66,at university,192
2016,Male,Sligo,0.525,15-66,working,497
2016,Male,Sligo,0.525,5-12,at primary school,28
2016,Male,Sligo,0.525,13-18,at secondary school,74
2016,Male,Sligo,0.525,19-66,at university,38
2016,Male,Sligo,1.25,15-66,working,509
2016,Male,Sligo,1.25,5-12,at primary school,15
2016,Male,Sligo,1.25,13-18,at secondary school,40
2016,Male,Sligo,1.25,19-66,at university,33
2016,Male,Sligo,1.3,15-66,working,364
2016,Male,Sligo,1.3,5-12,at primary school,3
2016,Male,Sligo,1.3,13-18,at secondary school,7
2016,Male,Sligo,1.3,19-66,at university,39
2016,Male,Cavan,0.125,15-66,working,4437
2016,Male,Cavan,0.125,5-12,at primary school,3575
2016,Male,Cavan,0.125,13-18,at secondary school,1132
2016,Male,Cavan,0.125,19-66,at university,260
2016,Male,Cavan,0.275,15-66,working,3591
2016,Male,Cavan,0.275,5-12,at primary school,830
2016,Male,Cavan,0.275,13-18,at secondary school,1093
2016,Male,Cavan,0.275,19-66,at university,217
2016,Male,Cavan,0.375,15-66,working,2242
2016,Male,Cavan,0.375,5-12,at primary school,181
2016,Male,Cavan,0.375,13-18,at secondary school,543
2016,Male,Cavan,0.375,19-66,at university,177
2016,Male,Cavan,0.525,15-66,working,702
2016,Male,Cavan,0.525,5-12,at primary school,30
2016,Male,Cavan,0.525,13-18,at secondary school,134
2016,Male,Cavan,0.525,19-66,at university,48
2016,Male,Cavan,1.25,15-66,working,1503
2016,Male,Cavan,1.25,5-12,at primary school,37
2016,Male,Cavan,1.25,13-18,at secondary school,78
2016,Male,Cavan,1.25,19-66,at university,70
2016,Male,Cavan,1.3,15-66,working,1201
2016,Male,Cavan,1.3,5-12,at primary school,6
2016,Male,Cavan,1.3,13-18,at secondary school,19
2016,Male,Cavan,1.3,19-66,at university,133
2016,Male,Donegal,0.125,15-66,working,9672
2016,Male,Donegal,0.125,5-12,at primary school,7094
2016,Male,Donegal,0.125,13-18,at secondary school,2744
2016,Male,Donegal,0.125,19-66,at university,639
2016,Male,Donegal,0.275,15-66,working,6965
2016,Male,Donegal,0.275,5-12,at primary school,1897
2016,Male,Donegal,0.275,13-18,at secondary school,2378
2016,Male,Donegal,0.275,19-66,at university,599
2016,Male,Donegal,0.375,15-66,working,4174
2016,Male,Donegal,0.375,5-12,at primary school,374
2016,Male,Donegal,0.375,13-18,at secondary school,913
2016,Male,Donegal,0.375,19-66,at university,426
2016,Male,Donegal,0.525,15-66,working,1324
2016,Male,Donegal,0.525,5-12,at primary school,49
2016,Male,Donegal,0.525,13-18,at secondary school,168
2016,Male,Donegal,0.525,19-66,at university,233
2016,Male,Donegal,1.25,15-66,working,1422
2016,Male,Donegal,1.25,5-12,at primary school,43
2016,Male,Donegal,1.25,13-18,at secondary school,87
2016,Male,Donegal,1.25,19-66,at university,201
2016,Male,Donegal,1.3,15-66,working,998
2016,Male,Donegal,1.3,5-12,at primary school,16
2016,Male,Donegal,1.3,13-18,at secondary school,28
2016,Male,Donegal,1.3,19-66,at university,96
2016,Male,Monaghan,0.125,15-66,working,4091
2016,Male,Monaghan,0.125,5-12,at primary school,2626
2016,Male,Monaghan,0.125,13-18,at secondary school,1012
2016,Male,Monaghan,0.125,19-66,at university,210
2016,Male,Monaghan,0.275,15-66,working,3299
2016,Male,Monaghan,0.275,5-12,at primary school,835
2016,Male,Monaghan,0.275,13-18,at secondary school,944
2016,Male,Monaghan,0.275,19-66,at university,221
2016,Male,Monaghan,0.375,15-66,working,1762
2016,Male,Monaghan,0.375,5-12,at primary school,163
2016,Male,Monaghan,0.375,13-18,at secondary school,336
2016,Male,Monaghan,0.375,19-66,at university,172
2016,Male,Monaghan,0.525,15-66,working,463
2016,Male,Monaghan,0.525,5-12,at primary school,23
2016,Male,Monaghan,0.525,13-18,at secondary school,69
2016,Male,Monaghan,0.525,19-66,at university,70
2016,Male,Monaghan,1.25,15-66,working,897
2016,Male,Monaghan,1.25,5-12,at primary school,16
2016,Male,Monaghan,1.25,13-18,at secondary school,46
2016,Male,Monaghan,1.25,19-66,at university,86
2016,Male,Monaghan,1.3,15-66,working,689
2016,Male,Monaghan,1.3,5-12,at primary school,3
2016,Male,Monaghan,1.3,13-18,at secondary school,7
2016,Male,Monaghan,1.3,19-66,at university,96
2016,Female,Carlow,0.125,15-66,working,2979
2016,Female,Carlow,0.125,5-12,at primary school,2445
2016,Female,Carlow,0.125,13-18,at secondary school,925
2016,Female,Carlow,0.125,19-66,at university,362
2016,Female,Carlow,0.275,15-66,working,2629
2016,Female,Carlow,0.275,5-12,at primary school,635
2016,Female,Carlow,0.275,13-18,at secondary school,734
2016,Female,Carlow,0.275,19-66,at university,338
2016,Female,Carlow,0.375,15-66,working,1537
2016,Female,Carlow,0.375,5-12,at primary school,115
2016,Female,Carlow,0.375,13-18,at secondary school,261
2016,Female,Carlow,0.375,19-66,at university,172
2016,Female,Carlow,0.525,15-66,working,542
2016,Female,Carlow,0.525,5-12,at primary school,10
2016,Female,Carlow,0.525,13-18,at secondary school,30
2016,Female,Carlow,0.525,19-66,at university,27
2016,Female,Carlow,1.25,15-66,working,604
2016,Female,Carlow,1.25,5-12,at primary school,14
2016,Female,Carlow,1.25,13-18,at secondary school,24
2016,Female,Carlow,1.25,19-66,at university,63
2016,Female,Carlow,1.3,15-66,working,292
2016,Female,Carlow,1.3,5-12,at primary school,2
2016,Female,Carlow,1.3,13-18,at secondary school,9
2016,Female,Carlow,1.3,19-66,at university,71
2016,Female,Dublin City,0.125,15-66,working,16898
2016,Female,Dublin City,0.125,5-12,at primary school,10331
2016,Female,Dublin City,0.125,13-18,at secondary school,3642
2016,Female,Dublin City,0.125,19-66,at university,2092
2016,Female,Dublin City,0.275,15-66,working,39191
2016,Female,Dublin City,0.275,5-12,at primary school,6664
2016,Female,Dublin City,0.275,13-18,at secondary school,6023
2016,Female,Dublin City,0.275,19-66,at university,4631
2016,Female,Dublin City,0.375,15-66,working,32640
2016,Female,Dublin City,0.375,5-12,at primary school,1361
2016,Female,Dublin City,0.375,13-18,at secondary school,2356
2016,Female,Dublin City,0.375,19-66,at university,4429
2016,Female,Dublin City,0.525,15-66,working,11309
2016,Female,Dublin City,0.525,5-12,at primary school,186
2016,Female,Dublin City,0.525,13-18,at secondary school,430
2016,Female,Dublin City,0.525,19-66,at university,1390
2016,Female,Dublin City,1.25,15-66,working,7887
2016,Female,Dublin City,1.25,5-12,at primary school,166
2016,Female,Dublin City,1.25,13-18,at secondary school,289
2016,Female,Dublin City,1.25,19-66,at university,1438
2016,Female,Dublin City,1.3,15-66,working,1440
2016,Female,Dublin City,1.3,5-12,at primary school,32
2016,Female,Dublin City,1.3,13-18,at secondary school,87
2016,Female,Dublin City,1.3,19-66,at university,455
2016,Female,Dún Laoghaire-Rathdown,0.125,15-66,working,6852
2016,Female,Dún Laoghaire-Rathdown,0.125,5-12,at primary school,5836
2016,Female,Dún Laoghaire-Rathdown,0.125,13-18,at secondary school,1996
2016,Female,Dún Laoghaire-Rathdown,0.125,19-66,at university,997
2016,Female,Dún Laoghaire-Rathdown,0.275,15-66,working,13200
2016,Female,Dún Laoghaire-Rathdown,0.275,5-12,at primary school,3339
2016,Female,Dún Laoghaire-Rathdown,0.275,13-18,at secondary school,2893
2016,Female,Dún Laoghaire-Rathdown,0.275,19-66,at university,1849
2016,Female,Dún Laoghaire-Rathdown,0.375,15-66,working,11537
2016,Female,Dún Laoghaire-Rathdown,0.375,5-12,at primary school,628
2016,Female,Dún Laoghaire-Rathdown,0.375,13-18,at secondary school,1488
2016,Female,Dún Laoghaire-Rathdown,0.375,19-66,at university,1854
2016,Female,Dún Laoghaire-Rathdown,0.525,15-66,working,5397
2016,Female,Dún Laoghaire-Rathdown,0.525,5-12,at primary school,67
2016,Female,Dún Laoghaire-Rathdown,0.525,13-18,at secondary school,326
2016,Female,Dún Laoghaire-Rathdown,0.525,19-66,at university,774
2016,Female,Dún Laoghaire-Rathdown,1.25,15-66,working,3610
2016,Female,Dún Laoghaire-Rathdown,1.25,5-12,at primary school,64
2016,Female,Dún Laoghaire-Rathdown,1.25,13-18,at secondary school,133
2016,Female,Dún Laoghaire-Rathdown,1.25,19-66,at university,719
2016,Female,Dún Laoghaire-Rathdown,1.3,15-66,working,472
2016,Female,Dún Laoghaire-Rathdown,1.3,5-12,at primary school,14
2016,Female,Dún Laoghaire-Rathdown,1.3,13-18,at secondary school,25
2016,Female,Dún Laoghaire-Rathdown,1.3,19-66,at university,236
2016,Female,Fingal,0.125,15-66,working,9964
2016,Female,Fingal,0.125,5-12,at primary school,11398
2016,Female,Fingal,0.125,13-18,at secondary school,3933
2016,Female,Fingal,0.125,19-66,at university,238
2016,Female,Fingal,0.275,15-66,working,16244
2016,Female,Fingal,0.275,5-12,at primary school,4942
2016,Female,Fingal,0.275,13-18,at secondary school,3787
2016,Female,Fingal,0.275,19-66,at university,725
2016,Female,Fingal,0.375,15-66,working,13985
2016,Female,Fingal,0.375,5-12,at primary school,1014
2016,Female,Fingal,0.375,13-18,at secondary school,1450
2016,Female,Fingal,0.375,19-66,at university,1272
2016,Female,Fingal,0.525,15-66,working,6873
2016,Female,Fingal,0.525,5-12,at primary school,170
2016,Female,Fingal,0.525,13-18,at secondary school,391
2016,Female,Fingal,0.525,19-66,at university,810
2016,Female,Fingal,1.25,15-66,working,7534
2016,Female,Fingal,1.25,5-12,at primary school,134
2016,Female,Fingal,1.25,13-18,at secondary school,435
2016,Female,Fingal,1.25,19-66,at university,1262
2016,Female,Fingal,1.3,15-66,working,1706
2016,Female,Fingal,1.3,5-12,at primary school,40
2016,Female,Fingal,1.3,13-18,at secondary school,150
2016,Female,Fingal,1.3,19-66,at university,651
2016,Female,South Dublin,0.125,15-66,working,8778
2016,Female,South Dublin,0.125,5-12,at primary school,9321
2016,Female,South Dublin,0.125,13-18,at secondary school,3453
2016,Female,South Dublin,0.125,19-66,at university,331
2016,Female,South Dublin,0.275,15-66,working,17214
2016,Female,South Dublin,0.275,5-12,at primary school,4908
2016,Female,South Dublin,0.275,13-18,at secondary school,3892
2016,Female,South Dublin,0.275,19-66,at university,894
2016,Female,South Dublin,0.375,15-66,working,13317
2016,Female,South Dublin,0.375,5-12,at primary school,1030
2016,Female,South Dublin,0.375,13-18,at secondary school,1389
2016,Female,South Dublin,0.375,19-66,at university,1371
2016,Female,South Dublin,0.525,15-66,working,5384
2016,Female,South Dublin,0.525,5-12,at primary school,165
2016,Female,South Dublin,0.525,13-18,at secondary school,315
2016,Female,South Dublin,0.525,19-66,at university,735
2016,Female,South Dublin,1.25,15-66,working,5334
2016,Female,South Dublin,1.25,5-12,at primary school,119
2016,Female,South Dublin,1.25,13-18,at secondary school,304
2016,Female,South Dublin,1.25,19-66,at university,1005
2016,Female,South Dublin,1.3,15-66,working,1147
2016,Female,South Dublin,1.3,5-12,at primary school,36
2016,Female,South Dublin,1.3,13-18,at secondary school,104
2016,Female,South Dublin,1.3,19-66,at university,524
2016,Female,Kildare,0.125,15-66,working,8815
2016,Female,Kildare,0.125,5-12,at primary school,8756
2016,Female,Kildare,0.125,13-18,at secondary school,2934
2016,Female,Kildare,0.125,19-66,at university,638
2016,Female,Kildare,0.275,15-66,working,11873
2016,Female,Kildare,0.275,5-12,at primary school,3943
2016,Female,Kildare,0.275,13-18,at secondary school,3758
2016,Female,Kildare,0.275,19-66,at university,942
2016,Female,Kildare,0.375,15-66,working,8652
2016,Female,Kildare,0.375,5-12,at primary school,631
2016,Female,Kildare,0.375,13-18,at secondary school,1222
2016,Female,Kildare,0.375,19-66,at university,666
2016,Female,Kildare,0.525,15-66,working,4094
2016,Female,Kildare,0.525,5-12,at primary school,100
2016,Female,Kildare,0.525,13-18,at secondary school,216
2016,Female,Kildare,0.525,19-66,at university,483
2016,Female,Kildare,1.25,15-66,working,5190
2016,Female,Kildare,1.25,5-12,at primary school,89
2016,Female,Kildare,1.25,13-18,at secondary school,256
2016,Female,Kildare,1.25,19-66,at university,865
2016,Female,Kildare,1.3,15-66,working,1488
2016,Female,Kildare,1.3,5-12,at primary school,21
2016,Female,Kildare,1.3,13-18,at secondary school,87
2016,Female,Kildare,1.3,19-66,at university,485
2016,Female,Kilkenny,0.125,15-66,working,5215
2016,Female,Kilkenny,0.125,5-12,at primary school,3733
2016,Female,Kilkenny,0.125,13-18,at secondary school,1378
2016,Female,Kilkenny,0.125,19-66,at university,451
2016,Female,Kilkenny,0.275,15-66,working,6597
2016,Female,Kilkenny,0.275,5-12,at primary school,1270
2016,Female,Kilkenny,0.275,13-18,at secondary school,1541
2016,Female,Kilkenny,0.275,19-66,at university,458
2016,Female,Kilkenny,0.375,15-66,working,3455
2016,Female,Kilkenny,0.375,5-12,at primary school,322
2016,Female,Kilkenny,0.375,13-18,at secondary school,668
2016,Female,Kilkenny,0.375,19-66,at university,356
2016,Female,Kilkenny,0.525,15-66,working,813
2016,Female,Kilkenny,0.525,5-12,at primary school,30
2016,Female,Kilkenny,0.525,13-18,at secondary school,89
2016,Female,Kilkenny,0.525,19-66,at university,112
2016,Female,Kilkenny,1.25,15-66,working,527
2016,Female,Kilkenny,1.25,5-12,at primary school,15
2016,Female,Kilkenny,1.25,13-18,at secondary school,47
2016,Female,Kilkenny,1.25,19-66,at university,92
2016,Female,Kilkenny,1.3,15-66,working,371
2016,Female,Kilkenny,1.3,5-12,at primary school,1
2016,Female,Kilkenny,1.3,13-18,at secondary school,11
2016,Female,Kilkenny,1.3,19-66,at university,115
2016,Female,Laois,0.125,15-66,working,4078
2016,Female,Laois,0.125,5-12,at primary school,3836
2016,Female,Laois,0.125,13-18,at secondary school,1296
2016,Female,Laois,0.125,19-66,at university,309
2016,Female,Laois,0.275,15-66,working,4390
2016,Female,Laois,0.275,5-12,at primary school,1177
2016,Female,Laois,0.275,13-18,at secondary school,1251
2016,Female,Laois,0.275,19-66,at university,384
2016,Female,Laois,0.375,15-66,working,2368
2016,Female,Laois,0.375,5-12,at primary school,212
2016,Female,Laois,0.375,13-18,at secondary school,461
2016,Female,Laois,0.375,19-66,at university,175
2016,Female,Laois,0.525,15-66,working,847
2016,Female,Laois,0.525,5-12,at primary school,30
2016,Female,Laois,0.525,13-18,at secondary school,101
2016,Female,Laois,0.525,19-66,at university,89
2016,Female,Laois,1.25,15-66,working,1082
2016,Female,Laois,1.25,5-12,at primary school,23
2016,Female,Laois,1.25,13-18,at secondary school,87
2016,Female,Laois,1.25,19-66,at university,181
2016,Female,Laois,1.3,15-66,working,674
2016,Female,Laois,1.3,5-12,at primary school,3
2016,Female,Laois,1.3,13-18,at secondary school,30
2016,Female,Laois,1.3,19-66,at university,171
2016,Female,Longford,0.125,15-66,working,2236
2016,Female,Longford,0.125,5-12,at primary school,1789
2016,Female,Longford,0.125,13-18,at secondary school,589
2016,Female,Longford,0.125,19-66,at university,148
2016,Female,Longford,0.275,15-66,working,2037
2016,Female,Longford,0.275,5-12,at primary school,455
2016,Female,Longford,0.275,13-18,at secondary school,535
2016,Female,Longford,0.275,19-66,at university,156
2016,Female,Longford,0.375,15-66,working,1069
2016,Female,Longford,0.375,5-12,at primary school,62
2016,Female,Longford,0.375,13-18,at secondary school,269
2016,Female,Longford,0.375,19-66,at university,109
2016,Female,Longford,0.525,15-66,working,264
2016,Female,Longford,0.525,5-12,at primary school,17
2016,Female,Longford,0.525,13-18,at secondary school,53
2016,Female,Longford,0.525,19-66,at university,51
2016,Female,Longford,1.25,15-66,working,192
2016,Female,Longford,1.25,5-12,at primary school,5
2016,Female,Longford,1.25,13-18,at secondary school,26
2016,Female,Longford,1.25,19-66,at university,39
2016,Female,Longford,1.3,15-66,working,206
2016,Female,Longford,1.3,5-12,at primary school,5
2016,Female,Longford,1.3,13-18,at secondary school,10
2016,Female,Longford,1.3,19-66,at university,49
2016,Female,Louth,0.125,15-66,working,7198
2016,Female,Louth,0.125,5-12,at primary school,5445
2016,Female,Louth,0.125,13-18,at secondary school,1768
2016,Female,Louth,0.125,19-66,at university,514
2016,Female,Louth,0.275,15-66,working,7324
2016,Female,Louth,0.275,5-12,at primary school,1602
2016,Female,Louth,0.275,13-18,at secondary school,2015
2016,Female,Louth,0.275,19-66,at university,520
2016,Female,Louth,0.375,15-66,working,3252
2016,Female,Louth,0.375,5-12,at primary school,286
2016,Female,Louth,0.375,13-18,at secondary school,764
2016,Female,Louth,0.375,19-66,at university,352
2016,Female,Louth,0.525,15-66,working,1039
2016,Female,Louth,0.525,5-12,at primary school,35
2016,Female,Louth,0.525,13-18,at secondary school,163
2016,Female,Louth,0.525,19-66,at university,138
2016,Female,Louth,1.25,15-66,working,1342
2016,Female,Louth,1.25,5-12,at primary school,24
2016,Female,Louth,1.25,13-18,at secondary school,114
2016,Female,Louth,1.25,19-66,at university,370
2016,Female,Louth,1.3,15-66,working,746
2016,Female,Louth,1.3,5-12,at primary school,10
2016,Female,Louth,1.3,13-18,at secondary school,43
2016,Female,Louth,1.3,19-66,at university,246
2016,Female,Meath,0.125,15-66,working,7417
2016,Female,Meath,0.125,5-12,at primary school,9242
2016,Female,Meath,0.125,13-18,at secondary school,2920
2016,Female,Meath,0.125,19-66,at university,300
2016,Female,Meath,0.275,15-66,working,9643
2016,Female,Meath,0.275,5-12,at primary school,2811
2016,Female,Meath,0.275,13-18,at secondary school,2845
2016,Female,Meath,0.275,19-66,at university,485
2016,Female,Meath,0.375,15-66,working,7484
2016,Female,Meath,0.375,5-12,at primary school,455
2016,Female,Meath,0.375,13-18,at secondary school,1086
2016,Female,Meath,0.375,19-66,at university,529
2016,Female,Meath,0.525,15-66,working,3647
2016,Female,Meath,0.525,5-12,at primary school,67
2016,Female,Meath,0.525,13-18,at secondary school,304
2016,Female,Meath,0.525,19-66,at university,429
2016,Female,Meath,1.25,15-66,working,4244
2016,Female,Meath,1.25,5-12,at primary school,83
2016,Female,Meath,1.25,13-18,at secondary school,317
2016,Female,Meath,1.25,19-66,at university,773
2016,Female,Meath,1.3,15-66,working,1461
2016,Female,Meath,1.3,5-12,at primary school,34
2016,Female,Meath,1.3,13-18,at secondary school,122
2016,Female,Meath,1.3,19-66,at university,506
2016,Female,Offaly,0.125,15-66,working,4091
2016,Female,Offaly,0.125,5-12,at primary school,3339
2016,Female,Offaly,0.125,13-18,at secondary school,1463
2016,Female,Offaly,0.125,19-66,at university,281
2016,Female,Offaly,0.275,15-66,working,3763
2016,Female,Offaly,0.275,5-12,at primary school,876
2016,Female,Offaly,0.275,13-18,at secondary school,1071
2016,Female,Offaly,0.275,19-66,at university,275
2016,Female,Offaly,0.375,15-66,working,2210
2016,Female,Offaly,0.375,5-12,at primary school,147
2016,Female,Offaly,0.375,13-18,at secondary school,344
2016,Female,Offaly,0.375,19-66,at university,231
2016,Female,Offaly,0.525,15-66,working,715
2016,Female,Offaly,0.525,5-12,at primary school,21
2016,Female,Offaly,0.525,13-18,at secondary school,106
2016,Female,Offaly,0.525,19-66,at university,103
2016,Female,Offaly,1.25,15-66,working,699
2016,Female,Offaly,1.25,5-12,at primary school,8
2016,Female,Offaly,1.25,13-18,at secondary school,55
2016,Female,Offaly,1.25,19-66,at university,174
2016,Female,Offaly,1.3,15-66,working,474
2016,Female,Offaly,1.3,5-12,at primary school,1
2016,Female,Offaly,1.3,13-18,at secondary school,32
2016,Female,Offaly,1.3,19-66,at university,168
2016,Female,Westmeath,0.125,15-66,working,5094
2016,Female,Westmeath,0.125,5-12,at primary school,3655
2016,Female,Westmeath,0.125,13-18,at secondary school,1286
2016,Female,Westmeath,0.125,19-66,at university,522
2016,Female,Westmeath,0.275,15-66,working,4970
2016,Female,Westmeath,0.275,5-12,at primary school,1003
2016,Female,Westmeath,0.275,13-18,at secondary school,1334
2016,Female,Westmeath,0.275,19-66,at university,383
2016,Female,Westmeath,0.375,15-66,working,2097
2016,Female,Westmeath,0.375,5-12,at primary school,164
2016,Female,Westmeath,0.375,13-18,at secondary school,492
2016,Female,Westmeath,0.375,19-66,at university,185
2016,Female,Westmeath,0.525,15-66,working,653
2016,Female,Westmeath,0.525,5-12,at primary school,22
2016,Female,Westmeath,0.525,13-18,at secondary school,79
2016,Female,Westmeath,0.525,19-66,at university,145
2016,Female,Westmeath,1.25,15-66,working,947
2016,Female,Westmeath,1.25,5-12,at primary school,16
2016,Female,Westmeath,1.25,13-18,at secondary school,75
2016,Female,Westmeath,1.25,19-66,at university,177
2016,Female,Westmeath,1.3,15-66,working,588
2016,Female,Westmeath,1.3,5-12,at primary school,2
2016,Female,Westmeath,1.3,13-18,at secondary school,24
2016,Female,Westmeath,1.3,19-66,at university,162
2016,Female,Wexford,0.125,15-66,working,8393
2016,Female,Wexford,0.125,5-12,at primary school,6456
2016,Female,Wexford,0.125,13-18,at secondary school,2068
2016,Female,Wexford,0.125,19-66,at university,577
2016,Female,Wexford,0.275,15-66,working,8127
2016,Female,Wexford,0.275,5-12,at primary school,1542
2016,Female,Wexford,0.275,13-18,at secondary school,2433
2016,Female,Wexford,0.275,19-66,at university,606
2016,Female,Wexford,0.375,15-66,working,3932
2016,Female,Wexford,0.375,5-12,at primary school,300
2016,Female,Wexford,0.375,13-18,at secondary school,860
2016,Female,Wexford,0.375,19-66,at university,343
2016,Female,Wexford,0.525,15-66,working,1137
2016,Female,Wexford,0.525,5-12,at primary school,39
2016,Female,Wexford,0.525,13-18,at secondary school,157
2016,Female,Wexford,0.525,19-66,at university,118
2016,Female,Wexford,1.25,15-66,working,1103
2016,Female,Wexford,1.25,5-12,at primary school,33
2016,Female,Wexford,1.25,13-18,at secondary school,122
2016,Female,Wexford,1.25,19-66,at university,220
2016,Female,Wexford,1.3,15-66,working,670
2016,Female,Wexford,1.3,5-12,at primary school,13
2016,Female,Wexford,1.3,13-18,at secondary school,23
2016,Female,Wexford,1.3,19-66,at university,242
2016,Female,Wicklow,0.125,15-66,working,5831
2016,Female,Wicklow,0.125,5-12,at primary school,5747
2016,Female,Wicklow,0.125,13-18,at secondary school,1991
2016,Female,Wicklow,0.125,19-66,at university,295
2016,Female,Wicklow,0.275,15-66,working,6313
2016,Female,Wicklow,0.275,5-12,at primary school,2049
2016,Female,Wicklow,0.275,13-18,at secondary school,1659
2016,Female,Wicklow,0.275,19-66,at university,319
2016,Female,Wicklow,0.375,15-66,working,5151
2016,Female,Wicklow,0.375,5-12,at primary school,414
2016,Female,Wicklow,0.375,13-18,at secondary school,834
2016,Female,Wicklow,0.375,19-66,at university,398
2016,Female,Wicklow,0.525,15-66,working,2496
2016,Female,Wicklow,0.525,5-12,at primary school,85
2016,Female,Wicklow,0.525,13-18,at secondary school,262
2016,Female,Wicklow,0.525,19-66,at university,333
2016,Female,Wicklow,1.25,15-66,working,3326
2016,Female,Wicklow,1.25,5-12,at primary school,71
2016,Female,Wicklow,1.25,13-18,at secondary school,199
2016,Female,Wicklow,1.25,19-66,at university,634
2016,Female,Wicklow,1.3,15-66,working,1058
2016,Female,Wicklow,1.3,5-12,at primary school,17
2016,Female,Wicklow,1.3,13-18,at secondary school,53
2016,Female,Wicklow,1.3,19-66,at university,381
2016,Female,Clare,0.125,15-66,working,6597
2016,Female,Clare,0.125,5-12,at primary school,5170
2016,Female,Clare,0.125,13-18,at secondary school,2025
2016,Female,Clare,0.125,19-66,at university,534
2016,Female,Clare,0.275,15-66,working,6967
2016,Female,Clare,0.275,5-12,at primary school,1159
2016,Female,Clare,0.275,13-18,at secondary school,1720
2016,Female,Clare,0.275,19-66,at university,669
2016,Female,Clare,0.375,15-66,working,4201
2016,Female,Clare,0.375,5-12,at primary school,209
2016,Female,Clare,0.375,13-18,at secondary school,689
2016,Female,Clare,0.375,19-66,at university,438
2016,Female,Clare,0.525,15-66,working,1289
2016,Female,Clare,0.525,5-12,at primary school,29
2016,Female,Clare,0.525,13-18,at secondary school,116
2016,Female,Clare,0.525,19-66,at university,127
2016,Female,Clare,1.25,15-66,working,782
2016,Female,Clare,1.25,5-12,at primary school,22
2016,Female,Clare,1.25,13-18,at secondary school,90
2016,Female,Clare,1.25,19-66,at university,225
2016,Female,Clare,1.3,15-66,working,191
2016,Female,Clare,1.3,5-12,at primary school,3
2016,Female,Clare,1.3,13-18,at secondary school,22
2016,Female,Clare,1.3,19-66,at university,76
2016,Female,Cork City,0.125,15-66,working,5848
2016,Female,Cork City,0.125,5-12,at primary school,2900
2016,Female,Cork City,0.125,13-18,at secondary school,1492
2016,Female,Cork City,0.125,19-66,at university,1484
2016,Female,Cork City,0.275,15-66,working,9711
2016,Female,Cork City,0.275,5-12,at primary school,1130
2016,Female,Cork City,0.275,13-18,at secondary school,1276
2016,Female,Cork City,0.275,19-66,at university,1721
2016,Female,Cork City,0.375,15-66,working,4074
2016,Female,Cork City,0.375,5-12,at primary school,173
2016,Female,Cork City,0.375,13-18,at secondary school,311
2016,Female,Cork City,0.375,19-66,at university,732
2016,Female,Cork City,0.525,15-66,working,775
2016,Female,Cork City,0.525,5-12,at primary school,17
2016,Female,Cork City,0.525,13-18,at secondary school,34
2016,Female,Cork City,0.525,19-66,at university,150
2016,Female,Cork City,1.25,15-66,working,502
2016,Female,Cork City,1.25,5-12,at primary school,14
2016,Female,Cork City,1.25,13-18,at secondary school,21
2016,Female,Cork City,1.25,19-66,at university,121
2016,Female,Cork City,1.3,15-66,working,125
2016,Female,Cork City,1.3,5-12,at primary school,4
2016,Female,Cork City,1.3,13-18,at secondary school,6
2016,Female,Cork City,1.3,19-66,at university,30
2016,Female,Cork County,0.125,15-66,working,18995
2016,Female,Cork County,0.125,5-12,at primary school,17653
2016,Female,Cork County,0.125,13-18,at secondary school,6065
2016,Female,Cork County,0.125,19-66,at university,1429
2016,Female,Cork County,0.275,15-66,working,25269
2016,Female,Cork County,0.275,5-12,at primary school,5287
2016,Female,Cork County,0.275,13-18,at secondary school,5891
2016,Female,Cork County,0.275,19-66,at university,2095
2016,Female,Cork County,0.375,15-66,working,17887
2016,Female,Cork County,0.375,5-12,at primary school,1204
2016,Female,Cork County,0.375,13-18,at secondary school,2681
2016,Female,Cork County,0.375,19-66,at university,1921
2016,Female,Cork County,0.525,15-66,working,6172
2016,Female,Cork County,0.525,5-12,at primary school,164
2016,Female,Cork County,0.525,13-18,at secondary school,484
2016,Female,Cork County,0.525,19-66,at university,807
2016,Female,Cork County,1.25,15-66,working,4082
2016,Female,Cork County,1.25,5-12,at primary school,99
2016,Female,Cork County,1.25,13-18,at secondary school,280
2016,Female,Cork County,1.25,19-66,at university,902
2016,Female,Cork County,1.3,15-66,working,838
2016,Female,Cork County,1.3,5-12,at primary school,25
2016,Female,Cork County,1.3,13-18,at secondary school,48
2016,Female,Cork County,1.3,19-66,at university,302
2016,Female,Kerry,0.125,15-66,working,9524
2016,Female,Kerry,0.125,5-12,at primary school,5651
2016,Female,Kerry,0.125,13-18,at secondary school,2371
2016,Female,Kerry,0.125,19-66,at university,905
2016,Female,Kerry,0.275,15-66,working,8113
2016,Female,Kerry,0.275,5-12,at primary school,1407
2016,Female,Kerry,0.275,13-18,at secondary school,1813
2016,Female,Kerry,0.275,19-66,at university,790
2016,Female,Kerry,0.375,15-66,working,3957
2016,Female,Kerry,0.375,5-12,at primary school,254
